especie,fecha,apertura,maximo,minimo,cierre,volumen,timestamp
BMA,2021-05-06,204.35001,207.85,202.5,205.95,360464,1620270000
BMA,2021-05-07,208.45,224,208.45,223.35001,308281,1620356400
BMA,2021-05-10,230,232.1,222.5,224.25,569893,1620615600
BMA,2021-05-11,223.10001,223.6,215.05,216.25,298720,1620702000
BMA,2021-05-12,217.10001,217.1,212.1,212.95,93168,1620788400
BMA,2021-05-13,214,231,214,228.55,296954,1620874800
BMA,2021-05-14,233.5,243,233.5,242.89999,411147,1620961200
BMA,2021-05-17,239.95,253,235.8,251.45,60,1621220400
BMA,2021-05-18,246.95,252.5,246.95,251.45,7,1621306800
BMA,2021-05-19,246.25,254.5,245.75,251,65,1621393200
BMA,2021-05-20,250.25,260.9,250.25,258.35001,1363,1621479600
BMA,2021-05-21,254,258.9,249.65,250.10001,28,1621566000
BMA,2021-05-26,245.85001,249.95,241.1,249.39999,123907,1621998000
BMA,2021-05-27,250,255.05,250,254,560700,1622084400
BMA,2021-05-28,260.39899,269.5,260.399,269,1016301,1622170800
BMA,2021-05-31,270,272,265,267.60001,127590,1622430000
BMA,2021-06-01,271,276,267,274.25,378657,1622516400
BMA,2021-06-02,276.45001,281,276.1,279,430124,1622602800
BMA,2021-06-03,279,289,274.8,287.75,172963,1622689200
BMA,2021-06-04,286.95001,294.05,282,293.45001,315218,1622775600
BMA,2021-06-07,300,311,300,305.39999,1076195,1623034800
BMA,2021-06-08,305.5,308,290.35,293.54999,287779,1623121200
BMA,2021-06-09,297.95001,310.5,294,303.5,328210,1623207600
BMA,2021-06-10,309,311.9,298.3,301.20001,398808,1623294000
BMA,2021-06-11,298.45001,299,289,290.25,238369,1623380400
BMA,2021-06-14,293.10001,296.55,289.25,290.39999,287692,1623639600
BMA,2021-06-15,291,295,278.6,294.10001,347707,1623726000
BMA,2021-06-16,295,303.5,295,301.5,294231,1623812400
BMA,2021-06-17,303,304.5,290,291.60001,247067,1623898800
BMA,2021-06-18,285.5,289.05,282,285.5,160057,1623985200
BMA,2021-06-22,278,293,272,286.89999,648595,1624330800
BMA,2021-06-23,290,292,277.1,278.79999,328844,1624417200
BMA,2021-06-24,280,282,277,278.39999,131289,1624503600
BMA,2021-06-25,267.25,271,265,269.70001,403202,1624590000
BMA,2021-06-28,269.70001,269.7,264.2,265,160554,1624849200
BMA,2021-06-29,260,264.2,256,258.14899,286814,1624935600
BMA,2021-06-30,257.95001,260.55,255,255.25,168758,1625022000
BMA,2021-07-01,256,259.399,249.7,253.35001,181964,1625108400
BMA,2021-07-02,255.95,263.5,252.05,258.95001,214674,1625194800
BMA,2021-07-05,265,267,261,265.89999,75098,1625454000
BMA,2021-07-06,265.5,265.5,252.1,252.7,362507,1625540400
BMA,2021-07-07,252.05,252.95,246.1,250.05,397289,1625626800
BMA,2021-07-08,247.3,248.7,242.4,245,176971,1625713200
BMA,2021-07-12,246.14999,257,244.15,256.45001,231171,1626058800
BMA,2021-07-13,255,259.899,253.05,258.20001,135742,1626145200
BMA,2021-07-14,260.04999,264.25,253.1,256.95001,163223,1626231600
BMA,2021-07-15,257,257.95,249.1,250.60001,104472,1626318000
BMA,2021-07-16,249.95,250.8,247.2,248.10001,61598,1626404400
BMA,2021-07-19,242.89999,250.5,239.1,248,244382,1626663600
BMA,2021-07-20,245.60001,248.9,243,247.35001,275595,1626750000
BMA,2021-07-21,254,260.95,254,259.45001,229390,1626836400
BMA,2021-07-22,256.75,256.75,251.6,253,131778,1626922800
BMA,2021-07-23,251,254,246,246.89999,197444,1627009200
BMA,2021-07-26,250,254.9,247.25,250.3,81312,1627268400
BMA,2021-07-27,248.64999,253.05,245.75,252,76363,1627354800
BMA,2021-07-28,253.10001,256.899,251,253.14999,117411,1627441200
BMA,2021-07-29,254,258.3,247,252.10001,144012,1627527600
BMA,2021-07-30,255,255,245.55,245.8,150799,1627614000
BMA,2021-08-02,249.5,249.5,241.5,242,230807,1627873200
BMA,2021-08-03,244,247.65,240.8,246.64999,152407,1627959600
BMA,2021-08-04,247.89999,248,241,244.10001,108768,1628046000
BMA,2021-08-05,247.5,249,244.5,247.89999,158492,1628132400
BMA,2021-08-06,249.25,249.95,244.5,246.55,63159,1628218800
BMA,2021-08-09,246.45,249.35,243.5,248.39999,116558,1628478000
BMA,2021-08-10,253,261,247,260.35001,188193,1628564400
BMA,2021-08-11,259.85001,266,253.5,264.5,261770,1628650800
BMA,2021-08-12,263.20001,267.55,259.5,261.79999,137461,1628737200
BMA,2021-08-13,261,261.399,254.4,260.79999,95501,1628823600
BMA,2021-08-17,256.14899,259,247.25,253.5,131792,1629169200
BMA,2021-08-18,254.95,258.95,248.6,253.5,82712,1629255600
BMA,2021-08-19,252.10001,259.5,247,257.79999,110621,1629342000
BMA,2021-08-20,259,263,257.149,261.60001,70912,1629428400
BMA,2021-08-23,263.04999,275,263.05,274.75,196205,1629687600
BMA,2021-08-24,281.85001,293.9,281.85,293,432169,1629774000
BMA,2021-08-25,295.79999,309,290.85,306.39999,525981,1629860400
BMA,2021-08-26,299.95001,310,298,303.25,339748,1629946800
BMA,2021-08-27,315.10001,319.1,310.2,312.10001,530955,1630033200
BMA,2021-08-30,310.20001,339.5,310.2,334.60001,469767,1630292400
BMA,2021-08-31,333.5,339.5,327,328.75,500267,1630378800
BMA,2021-09-01,329.5,342,322.25,324.54999,273711,1630465200
BMA,2021-09-02,323.04999,332.95,314.05,317.85001,360384,1630551600
BMA,2021-09-03,318.5,320,312,315.54999,86339,1630638000
BMA,2021-09-06,320,322,316,321.25,129288,1630897200
BMA,2021-09-07,324,343.9,324,339.14999,504444,1630983600
BMA,2021-09-08,337.95001,337.95,320.1,330,698096,1631070000
BMA,2021-09-09,338.25,341.5,326,334.10001,485992,1631156400
BMA,2021-09-10,335,340,325.3,333.45001,539148,1631242800
BMA,2021-09-13,372,377.25,347.6,352.85001,884448,1631502000
BMA,2021-09-14,356.20001,366.6,350,356.95001,508759,1631588400
BMA,2021-09-15,358,358,340,346.45001,257500,1631674800
BMA,2021-09-16,339.85001,358.9,334.05,352.70001,291270,1631761200
BMA,2021-09-17,350,359,349,353.54999,245778,1631847600
BMA,2021-09-20,343.5,343.5,317.05,319.35001,513314,1632106800
BMA,2021-09-21,319.35001,323.65,317,317.79999,226641,1632193200
BMA,2021-09-22,320.10001,328.75,318.2,322.29999,242269,1632279600
BMA,2021-09-23,326,326,317,319.04999,91589,1632366000
BMA,2021-09-24,319.95001,319.95,310,312.04999,109303,1632452400
BMA,2021-09-27,313,323,313,322.5,109191,1632711600
BMA,2021-09-28,323,327,316,320,48875,1632798000
BMA,2021-09-29,322.20001,333.5,322.2,328.45001,93441,1632884400
BMA,2021-09-30,328.54999,338,327,328.25,221125,1632970800
BMA,2021-10-01,330,336,327,330.75,66632,1633057200
BMA,2021-10-04,332,338.5,321.1,325.29999,116726,1633316400
BMA,2021-10-05,326,330.5,321,326.70001,138947,1633402800
BMA,2021-10-06,326.64999,326.65,316.05,324.60001,27555,1633489200
BMA,2021-10-07,332,332,318.6,320.35001,90526,1633575600
BMA,2021-10-12,318.14999,326,312.25,315.29999,90286,1634007600
BMA,2021-10-13,315,318.85,311,316.45001,62668,1634094000
BMA,2021-10-14,316.5,325.85,316.5,324.95001,120833,1634180400
BMA,2021-10-15,327.60001,339.9,327.6,334.64999,163973,1634266800
BMA,2021-10-18,336.20001,339,329.15,334.29999,172101,1634526000
BMA,2021-10-19,334.5,339.95,329.5,337.89999,242407,1634612400
BMA,2021-10-20,339.54999,362.85,339.55,361.10001,526666,1634698800
BMA,2021-10-21,359.39999,360,351.05,358.45001,209067,1634785200
BMA,2021-10-22,359.29999,360,348.1,357.25,231982,1634871600
BMA,2021-10-25,360,368.9,360,365.14999,164120,1635130800
BMA,2021-10-26,369.79999,371.8,357,358.70001,254073,1635217200
BMA,2021-10-27,356,358.6,338.15,339.35001,628050,1635303600
BMA,2021-10-28,342,346.45,338.2,341.10001,223840,1635390000
BMA,2021-10-29,338.5,338.5,324.35,327,433656,1635476400
BMA,2021-11-01,335.95001,341.3,327.5,340.35001,260155,1635735600
BMA,2021-11-02,340.35001,352,337,350.45001,485441,1635822000
BMA,2021-11-03,349.95001,362,347,360.85001,277900,1635908400
BMA,2021-11-04,361.75,361.75,346.05,351,201499,1635994800
BMA,2021-11-05,354,358,346,348.79999,285728,1636081200
BMA,2021-11-08,350,365.9,350,365,273964,1636340400
BMA,2021-11-09,370,370,361,362.54999,327279,1636426800
BMA,2021-11-10,363,380.95,363,371.79999,727549,1636513200
BMA,2021-11-11,375,385.2,371.85,379.04999,518685,1636599600
BMA,2021-11-12,379,383.5,357,368.25,461275,1636686000
BMA,2021-11-15,373.5,376,352,359.79999,431391,1636945200
BMA,2021-11-16,361,364,331,331.89999,411968,1637031600
BMA,2021-11-17,338,338,316.5,325.75,265458,1637118000
BMA,2021-11-18,325,338.5,314,336.25,236358,1637204400
BMA,2021-11-19,338.39999,339.5,315,319.14999,143492,1637290800
BMA,2021-11-23,313.85001,318.95,306,306.85001,197144,1637636400
BMA,2021-11-24,311,312.85,300.3,305.5,190470,1637722800
BMA,2021-11-25,306.85001,316,305,311,51010,1637809200
BMA,2021-11-26,303.95001,303.95,280.25,288.39999,505081,1637895600
BMA,2021-11-29,288,300,280,289.70001,407546,1638154800
BMA,2021-11-30,293.20001,294.3,279.3,288.54999,169207,1638241200
BMA,2021-12-01,293.70001,319.35,293.05,317.95001,368471,1638327600
BMA,2021-12-02,318.14999,327.5,314.5,320.75,336449,1638414000
BMA,2021-12-03,326,333,305,314.45001,113445,1638500400
BMA,2021-12-06,308.10001,325,306.5,318,233617,1638759600
BMA,2021-12-07,318.60001,326.9,318.5,319.54999,341864,1638846000
BMA,2021-12-09,319.54999,319.55,306,307.95001,128757,1639018800
BMA,2021-12-10,306,312.95,298,299,66224,1639105200
BMA,2021-12-13,296.04999,303.55,280,280.64999,265846,1639364400
BMA,2021-12-14,282,291,276,288.39999,230858,1639450800
BMA,2021-12-15,290,291,283,289.95001,118459,1639537200
BMA,2021-12-16,290,300,289.95,296.95001,153345,1639623600
BMA,2021-12-17,299,305,297,299.79999,123883,1639710000
BMA,2021-12-20,295,295,287,291.85001,178500,1639969200
BMA,2021-12-21,293.20001,305.5,293.2,300.79999,106012,1640055600
BMA,2021-12-22,303,303,294,294.89999,159400,1640142000
BMA,2021-12-23,299.5,304.7,296.5,299.39999,108240,1640228400
BMA,2021-12-27,299,303.35,296.5,299.04999,131051,1640574000
BMA,2021-12-28,300.5,303.5,283.55,284.54999,335302,1640660400
BMA,2021-12-29,289,293.2,280.6,288.04999,401140,1640746800
BMA,2021-12-30,288.04999,301.95,287,287.60001,400021,1640833200
BMA,2022-01-03,286.95001,298,282.5,294.39999,62625,1641178800
BMA,2022-01-04,297,299,287,290.29999,151597,1641265200
BMA,2022-01-05,290,297,281,281.35001,235037,1641351600
BMA,2022-01-06,283.45001,292.9,279,289,112403,1641438000
BMA,2022-01-07,288.95001,294.2,285,292.95001,31797,1641524400
BMA,2022-01-10,293,297,289,291.04999,99790,1641783600
BMA,2022-01-11,291,297,287.5,295.29999,107217,1641870000
BMA,2022-01-12,296,302.5,291.9,296.10001,62490,1641956400
BMA,2022-01-13,299.89999,320,293.5,301.04999,93463,1642042800
BMA,2022-01-14,299.89999,306.5,292,305.20001,93045,1642129200
BMA,2022-01-17,305,305,298,299.35001,14213,1642388400
BMA,2022-01-18,298.89999,307,294.05,295.45001,78566,1642474800
BMA,2022-01-19,295.10001,305.9,293,300,97739,1642561200
BMA,2022-01-20,300,312.45,297,309.60001,109228,1642647600
BMA,2022-01-21,308.89999,310,297,298.20001,165158,1642734000
BMA,2022-01-24,296,297.85,276.65,279.5,441930,1642993200
BMA,2022-01-25,281,294.5,276.5,294,314855,1643079600
BMA,2022-01-26,296.5,305,295,302.25,172222,1643166000
BMA,2022-01-27,305,305,294.2,300.39999,178711,1643252400
BMA,2022-01-28,312,322,304,314.04999,451129,1643338800
BMA,2022-01-31,315,323.9,302,322.25,707478,1643598000
BMA,2022-02-01,315,324.45,311.5,321.75,351238,1643684400
BMA,2022-02-02,322,324.6,309.05,313.35001,170954,1643770800
BMA,2022-02-03,313.45001,314,306,311.45001,182000,1643857200
BMA,2022-02-04,313,313,300,303.60001,121005,1643943600
BMA,2022-02-07,306.10001,310.1,305,309,83690,1644202800
BMA,2022-02-08,309,316,300,301.85001,95887,1644289200
BMA,2022-02-09,301,306.4,285,295.45001,148795,1644375600
BMA,2022-02-10,298,304,293,298,70372,1644462000
BMA,2022-02-11,298,318,297,298.95001,181719,1644548400
BMA,2022-02-14,302.89999,302.9,289.05,291,151178,1644807600
BMA,2022-02-15,298.95001,298.95,291,293.04999,143709,1644894000
BMA,2022-02-16,296.89999,307,292.75,304.25,182990,1644980400
BMA,2022-02-17,303.89999,309.45,298,299,164340,1645066800
BMA,2022-02-18,301.60001,304,294,301.14999,274029,1645153200
BMA,2022-02-21,302,307.5,298,306.39999,58377,1645412400
BMA,2022-02-22,306.10001,314.4,301,313.04999,280392,1645498800
BMA,2022-02-23,315,322.8,306,315.89999,184177,1645585200
BMA,2022-02-24,302,308.5,296,304.5,183968,1645671600
BMA,2022-02-25,306.79999,316,298.05,300.60001,208243,1645758000
BMA,2022-03-02,295,308,295,301.89999,170437,1646190000
BMA,2022-03-03,309,310,292.8,307.54999,247263,1646276400
BMA,2022-03-04,308.04999,308.05,286,291.54999,250040,1646362800
BMA,2022-03-07,290,296.85,285,285.35001,123698,1646622000
BMA,2022-03-08,286,300,286,298.20001,106965,1646708400
BMA,2022-03-09,299,304.15,292,294,662304,1646794800
BMA,2022-03-10,297,313,296.5,312.39999,208212,1646881200
BMA,2022-03-11,317,321.95,298.5,299.64999,317203,1646967600
BMA,2022-03-14,293.70001,299.5,284.5,285.64999,145139,1647226800
BMA,2022-03-15,285,289.95,280,286.89999,73630,1647313200
BMA,2022-03-16,295.95001,302.25,289.25,301.89999,270336,1647399600
BMA,2022-03-17,306,310,300.5,308,231142,1647486000
BMA,2022-03-18,315,318,310.35,314,505737,1647572400
BMA,2022-03-21,319.45001,322,315,321,220454,1647831600
BMA,2022-03-22,325.64999,330.5,324.75,327.79999,391759,1647918000
BMA,2022-03-23,333,343.5,328.2,329.89999,337166,1648004400
BMA,2022-03-25,339,344,332.15,339.35001,425433,1648177200
BMA,2022-03-28,332.79999,338.95,330,335.39999,172358,1648436400
BMA,2022-03-29,338,343.5,328.5,329.29999,146693,1648522800
BMA,2022-03-30,335.5,339,327,329.45001,161851,1648609200
BMA,2022-03-31,333.54999,337,328,328.95001,80698,1648695600
BMA,2022-04-01,332.5,340,332.5,337.39999,153262,1648782000
BMA,2022-04-04,337.5,339.25,331.45,334.75,315566,1649041200
BMA,2022-04-05,334,344,322.8,327.39999,235691,1649127600
BMA,2022-04-06,323.89999,327.55,317.85,323.20001,196300,1649214000
BMA,2022-04-07,321,326,313.4,323.60001,234383,1649300400
BMA,2022-04-08,325,329.95,319.85,327.14999,42866,1649386800
BMA,2022-04-11,325,329.2,318.3,320.70001,108005,1649646000
BMA,2022-04-12,325,326.5,311.1,315.5,84637,1649732400
BMA,2022-04-13,310,317.3,305,315.89999,100543,1649818800
BMA,2022-04-18,326.5,329,318.5,319.60001,138814,1650250800
BMA,2022-04-19,325,325,318.7,324.35001,111678,1650337200
BMA,2022-04-20,326,331,319,329.89999,192273,1650423600
BMA,2022-04-21,327.70001,332.45,322,324.35001,219045,1650510000
BMA,2022-04-22,325.14999,333.1,322,323.04999,155803,1650596400
BMA,2022-04-25,320.89999,321.5,310.5,319.5,200199,1650855600
BMA,2022-04-26,315,316,306,306.70001,269556,1650942000
BMA,2022-04-27,308,312,303.35,306,100769,1651028400
BMA,2022-04-28,305,311.8,302,305.29999,157480,1651114800
BMA,2022-04-29,305,311.9,301,301.70001,138104,1651201200
BMA,2022-05-02,300.79999,300.8,292,298.29999,185534,1651460400
BMA,2022-05-03,303.45001,314,303.45,311.89999,177913,1651546800
BMA,2022-05-04,314,314,305.5,309.5,174559,1651633200
BMA,2022-05-05,306.20001,306.5,293,298.45001,190659,1651719600
BMA,2022-05-06,297,304,293,299.60001,139217,1651806000
BMA,2022-05-09,299.70001,300,283.5,284.64999,106538,1652065200
BMA,2022-05-10,294,294,281.6,290.85001,231055,1652151600
BMA,2022-05-11,291,303.85,289,300.5,275182,1652238000
BMA,2022-05-12,295,308.6,295,307.75,159718,1652324400
BMA,2022-05-13,314,334,314,332.39999,238691,1652410800
BMA,2022-05-16,335.10001,343,328,339.20001,172190,1652670000
BMA,2022-05-17,343.5,348.4,339.15,342,277714,1652756400
BMA,2022-05-19,339,342,330.05,330.79999,147834,1652929200
BMA,2022-05-20,340,341,321.55,328.20001,106941,1653015600
BMA,2022-05-23,330.45001,340,330.45,336.29999,143785,1653274800
BMA,2022-05-24,342.29999,356.9,340.35,355.35001,180014,1653361200
BMA,2022-05-26,357.5,360,351.5,358.70001,191712,1653534000
BMA,2022-05-27,358.60001,360.5,349.95,351,135577,1653620400
BMA,2022-05-30,354,354,348.2,352.14999,54409,1653879600
BMA,2022-05-31,352,352,335,339.95001,189775,1653966000
BMA,2022-06-01,339.10001,341.15,329.7,335.70001,146129,1654052400
BMA,2022-06-02,331.5,343,328,334.89999,135447,1654138800
BMA,2022-06-03,323,327.45,316,319.85001,64507,1654225200
BMA,2022-06-06,322,322,310.6,311.60001,167266,1654484400
BMA,2022-06-07,311,315,309,310,38724,1654570800
BMA,2022-06-08,310,312.5,296.5,297.95001,456011,1654657200
BMA,2022-06-09,300,301.75,290.15,292.20001,244577,1654743600
BMA,2022-06-10,289,295.5,282.5,295,319867,1654830000
BMA,2022-06-13,287.85001,293.5,285,291.14999,152722,1655089200
BMA,2022-06-14,298,301,286.7,296.29999,169093,1655175600
BMA,2022-06-15,300.60001,304,296.75,299.79999,103170,1655262000
BMA,2022-06-16,290.10001,298,286.1,294.39999,226927,1655348400
BMA,2022-06-21,287,292.75,284.5,290,156506,1655780400
BMA,2022-06-22,288.89999,294.5,286,286.10001,179637,1655866800
BMA,2022-06-23,282.54999,284.7,271.55,275.04999,176940,1655953200
BMA,2022-06-24,272.70001,280.5,270,272.29999,82285,1656039600
BMA,2022-06-27,272,283,264.5,280.79999,235370,1656298800
BMA,2022-06-28,288,297.45,287.05,296.95001,460317,1656385200
BMA,2022-06-29,298,299.75,288,295,233782,1656471600
BMA,2022-06-30,285.04999,292,282,285.04999,398810,1656558000
BMA,2022-07-01,283.5,296.95,278,296.45001,148254,1656644400
BMA,2022-07-04,289,289,279,281.35001,115744,1656903600
BMA,2022-07-05,289,314,286.25,309.54999,454522,1656990000
BMA,2022-07-06,308.85001,312.15,295,311.79999,225923,1657076400
BMA,2022-07-07,314,340,314,337.04999,339075,1657162800
BMA,2022-07-08,331.85001,348.4,328.3,338.5,324663,1657249200
BMA,2022-07-11,338.5,338.5,319.85,326.79999,95692,1657508400
BMA,2022-07-12,323.5,327,315,319.5,250988,1657594800
BMA,2022-07-13,319,323,310.8,311.14999,111054,1657681200
BMA,2022-07-14,308,308,301,304.04999,115443,1657767600
BMA,2022-07-15,305,317,302,314.25,296448,1657854000
BMA,2022-07-18,319.54999,330,319.55,323.75,134968,1658113200
BMA,2022-07-19,323.75,334.5,322.1,332.79999,126879,1658199600
BMA,2022-07-20,328,328,318.5,319.5,216602,1658286000
BMA,2022-07-21,318,338.5,314,337.04999,345018,1658372400
BMA,2022-07-22,338,339,324,337.5,913017,1658458800
BMA,2022-07-25,337.20001,361,337.2,358.75,346483,1658718000
BMA,2022-07-26,359,371.5,359,364.25,297621,1658804400
BMA,2022-07-27,360.5,386,354.3,384.54999,566583,1658890800
BMA,2022-07-28,390.04999,402.9,377.5,391.79999,525172,1658977200
BMA,2022-07-29,392,402,370,384.89999,446826,1659063600
BMA,2022-08-01,394,394,360,363.70001,163239,1659322800
BMA,2022-08-02,365,380.5,365,378.54999,165327,1659409200
BMA,2022-08-03,379,387,373,383.79999,163057,1659495600
BMA,2022-08-04,381.5,391,377,377.89999,101621,1659582000
BMA,2022-08-05,385,385,367.1,370.14999,270765,1659668400
BMA,2022-08-08,370.5,389.45,368,388.5,236831,1659927600
BMA,2022-08-09,382.95001,382.95,371,371.64999,233091,1660014000
BMA,2022-08-10,373,377,361.6,362.39999,305419,1660100400
BMA,2022-08-11,365.20001,377.45,364,371.75,148366,1660186800
BMA,2022-08-12,370,385.3,366,384,154087,1660273200
BMA,2022-08-16,384,390,378.5,387.29999,136071,1660618800
BMA,2022-08-17,385,395,381.6,391.39999,222096,1660705200
BMA,2022-08-18,391,411.4,387,410.04999,207978,1660791600
BMA,2022-08-19,401,405.7,395,400.20001,142448,1660878000
BMA,2022-08-22,400.20001,414.55,395.5,409.39999,221165,1661137200
BMA,2022-08-23,409,429,409,427,189797,1661223600
BMA,2022-08-24,425,434.5,417,431.85001,412159,1661310000
BMA,2022-08-25,421,435,409.95,429.95001,532004,1661396400
BMA,2022-08-26,435.10001,450,422.85,434.10001,216614,1661482800
BMA,2022-08-29,425,449,425,432.89999,656933,1661742000
BMA,2022-08-30,432,443.05,423,433.75,244108,1661828400
BMA,2022-08-31,443.04999,443.05,413.5,415.39999,266818,1661914800
BMA,2022-09-01,413,425,407.6,416.39999,84619,1662001200
BMA,2022-09-05,416.5,430,416,417.75,43678,1662346800
BMA,2022-09-06,430,435,411,420.79999,99160,1662433200
BMA,2022-09-07,421,448.4,419.05,444.14999,426082,1662519600
BMA,2022-09-08,448.60001,454.9,432.35,444.39999,197134,1662606000
BMA,2022-09-09,440,474.5,440,472.10001,202864,1662692400
BMA,2022-09-12,472,477,463,468.04999,232391,1662951600
BMA,2022-09-13,468,480.9,454,456.29999,98758,1663038000
BMA,2022-09-14,452,478,452,476.60001,252011,1663124400
BMA,2022-09-15,486,489,472.55,481.25,153390,1663210800
BMA,2022-09-16,478,494.2,474,488.79999,86459,1663297200
BMA,2022-09-19,490.54999,521.5,490.55,519.09998,166334,1663556400
BMA,2022-09-20,520,520,499,507.10001,125945,1663642800
BMA,2022-09-21,507.10001,513.95,496.75,505.70001,146561,1663729200
BMA,2022-09-22,505.70001,513.5,497,511.14999,87141,1663815600
BMA,2022-09-23,499,500,484.25,488.54999,87080,1663902000
BMA,2022-09-26,485,487.5,455.45,463.89999,120194,1664161200
BMA,2022-09-27,465,470,443.5,444.45001,142499,1664247600
BMA,2022-09-28,450,456,437.4,442.39999,198703,1664334000
BMA,2022-09-29,443,448,430,442.39999,205583,1664420400
BMA,2022-09-30,445,450,434,437.29999,92375,1664506800
BMA,2022-10-03,441.75,476,438.55,474.89999,184512,1664766000
BMA,2022-10-04,476,488.95,476,481,41932,1664852400
BMA,2022-10-05,479.5,488.9,469,480.54999,81752,1664938800
BMA,2022-10-06,480.64999,480.65,463.3,465.54999,46969,1665025200
BMA,2022-10-11,454.5,454.5,437,438.39999,90272,1665457200
BMA,2022-10-12,422.04999,439,422.05,435.14999,66197,1665543600
BMA,2022-10-13,435.20001,457,432.45,451,144985,1665630000
BMA,2022-10-14,448.29999,449.55,425,441.20001,36106,1665716400
BMA,2022-10-17,437.04999,457,437.05,447.39999,233527,1665975600
BMA,2022-10-18,455.79999,455.8,440.3,446.85001,268533,1666062000
BMA,2022-10-19,447.89999,454.2,441.5,444.60001,158608,1666148400
BMA,2022-10-20,455,457,433,441.54999,118389,1666234800
BMA,2022-10-21,445,451.5,437.65,448.85001,152866,1666321200
BMA,2022-10-24,440,444.8,431.15,442.39999,109704,1666580400
BMA,2022-10-25,442.5,456,441,455.14999,131252,1666666800
BMA,2022-10-26,456.5,458.3,447.45,450.45001,304291,1666753200
BMA,2022-10-27,450,463,445.6,461.04999,74633,1666839600
BMA,2022-10-28,460,460,445.75,452.79999,73818,1666926000
BMA,2022-10-31,459.89999,465,453,459.54999,80002,1667185200
BMA,2022-11-01,460,475,455,471.79999,143587,1667271600
BMA,2022-11-02,469,474.5,451,456.04999,188078,1667358000
BMA,2022-11-03,450,467,450,454.70001,182132,1667444400
BMA,2022-11-04,454.5,466,451,459.60001,83093,1667530800
BMA,2022-11-07,460,464.95,436,438.5,99287,1667790000
BMA,2022-11-08,438.5,443,425.45,432.70001,93998,1667876400
BMA,2022-11-09,437,437,408.3,411.54999,122800,1667962800
BMA,2022-11-10,415,425,406,409.89999,151418,1668049200
BMA,2022-11-11,415,425,410,423.75,155266,1668135600
BMA,2022-11-14,424,425,410,422.60001,130260,1668394800
BMA,2022-11-15,430,435,421.5,424.75,193846,1668481200
BMA,2022-11-16,424.5,427.9,405,421.35001,291127,1668567600
BMA,2022-11-17,422,431,412,430.39999,180343,1668654000
BMA,2022-11-18,427,432.75,423,427.5,163176,1668740400
BMA,2022-11-22,428,433.6,422,432.14999,62093,1669086000
BMA,2022-11-23,432.89999,435,423.5,434.95001,192805,1669172400
BMA,2022-11-24,436,447,436,445.75,34299,1669258800
BMA,2022-11-25,446,454,434.5,453.29999,275637,1669345200
BMA,2022-11-28,447,460,438.5,444.75,333883,1669604400
BMA,2022-11-29,465,465,440.55,449.70001,190126,1669690800
BMA,2022-11-30,451,470,449.7,466.29999,250477,1669777200
BMA,2022-12-01,469,474.5,458,458,14258,1669863600
BMA,2022-12-02,463,463,445.5,458.14999,155346,1669950000
BMA,2022-12-05,474,474,435.3,439.25,292660,1670209200
BMA,2022-12-06,458,458,440,450,66154,1670295600
BMA,2022-12-07,445,473,445,467.35001,219707,1670382000
BMA,2022-12-12,465,467,445,454.04999,81001,1670814000
BMA,2022-12-13,454.89999,468,444,445,65316,1670900400
BMA,2022-12-14,450,456,429,436.64999,294528,1670986800
BMA,2022-12-15,439,439,430,438.14999,60913,1671073200
BMA,2022-12-16,440,441,436.2,439.45001,187266,1671159600
BMA,2022-12-19,439,455.95,438,450.60001,278905,1671418800
BMA,2022-12-20,455,461.75,443,459.79999,37505,1671505200
BMA,2022-12-21,464,507.5,464,501.64999,832830,1671591600
BMA,2022-12-22,507,517,496,510.75,578528,1671678000
BMA,2022-12-23,518.95001,530,511,527.75,311881,1671764400
BMA,2022-12-26,530,539,505,534.79999,67392,1672023600
BMA,2022-12-27,540,543.75,527.45,541.04999,209944,1672110000
BMA,2022-12-28,542,582.95,541,574.70001,459708,1672196400
BMA,2022-12-29,576,588,570,572,105668,1672282800
BMA,2022-12-30,560,577,538,561.09998,107687,1672369200
BMA,2023-01-02,560,580,557,569.95001,66708,1672628400
BMA,2023-01-03,555,574,536,540.04999,255329,1672714800
BMA,2023-01-04,560,564,540.5,562,284718,1672801200
BMA,2023-01-05,570,605,562,602.95001,403521,1672887600
BMA,2023-01-06,599,641.9,599,614.75,643594,1672974000
BMA,2023-01-09,618.5,625,600.05,619.34998,348907,1673233200
BMA,2023-01-10,623.90002,632,607.2,622.70001,343151,1673319600
BMA,2023-01-11,615.09998,665,615.1,662.09998,633803,1673406000
BMA,2023-01-12,662.09998,715,659,713.34998,345596,1673492400
BMA,2023-01-13,717,732.1,689,720.15002,545552,1673578800
BMA,2023-01-16,725,757.9,700,744.45001,265020,1673838000
BMA,2023-01-17,745,803,740,799.79999,580928,1673924400
BMA,2023-01-18,819,824.55,730,739.25,628543,1674010800
BMA,2023-01-19,735,735,700,714.09998,603706,1674097200
BMA,2023-01-20,791.5,822,768.65,818.59998,417766,1674183600
BMA,2023-01-23,822,838,781.3,795.34998,666404,1674442800
BMA,2023-01-24,795.95001,804,771.65,794,108396,1674529200
BMA,2023-01-25,800,831.8,772.5,830,414285,1674615600
BMA,2023-01-26,827,842.5,816.8,834.84998,380482,1674702000
BMA,2023-01-27,835.5,845,801,803.34998,202655,1674788400
BMA,2023-01-30,790,810,770,770.25,172021,1675047600
